1.0,1.0,1,2
1.0,1.0,1,3
1.6666666666666667,1.6666666666666667,2,4
1.75,1.75,2,5
2.2,2.2,3,6
1.8333333333333333,1.8333333333333333,3,6
2.0,2.0,3,7
1.75,1.75,3,7
1.8888888888888888,1.8888888888888888,3,8
1.7,1.7,3,8
1.8181818181818181,1.8181818181818181,3,9
1.6666666666666667,1.6666666666666667,3,9
1.9230769230769231,1.9230769230769231,4,10
1.7857142857142858,1.7857142857142858,4,10
1.9333333333333333,1.9333333333333333,4,11
1.8125,1.8125,4,11
1.9411764705882353,1.9411764705882353,4,12
1.8333333333333333,1.8333333333333333,4,12
1.9473684210526316,1.9473684210526316,4,13
1.85,1.85,4,13
1.9523809523809523,1.9523809523809523,4,14
1.8636363636363635,1.8636363636363635,4,14
1.7826086956521738,1.7826086956521738,4,14
1.875,1.875,4,15
1.8,1.8,4,15
1.7307692307692308,1.7307692307692308,4,15
1.8148148148148149,1.8148148148148149,4,16
1.75,1.75,4,16
1.6896551724137931,1.6896551724137931,4,16
1.7666666666666666,1.7666666666666666,4,17
1.7096774193548387,1.7096774193548387,4,17
1.65625,1.65625,4,17
1.7878787878787878,1.7878787878787878,5,18
1.7352941176470589,1.7352941176470589,5,18
1.6857142857142857,1.6857142857142857,5,18
1.7777777777777777,1.7777777777777777,5,19
1.7297297297297298,1.7297297297297298,5,19
1.6842105263157894,1.6842105263157894,5,19
1.7692307692307692,1.7692307692307692,5,20
1.725,1.725,5,20
1.6829268292682926,1.6829268292682926,5,20
1.7619047619047619,1.7619047619047619,5,21
1.7209302325581395,1.7209302325581395,5,21
1.6818181818181819,1.6818181818181819,5,21
1.7555555555555555,1.7555555555555555,5,22
1.7173913043478262,1.7173913043478262,5,22
1.6808510638297873,1.6808510638297873,5,22
1.75,1.75,5,23
1.7142857142857142,1.7142857142857142,5,23
1.68,1.68,5,23
1.7450980392156863,1.7450980392156863,5,24
1.7115384615384615,1.7115384615384615,5,24
1.679245283018868,1.679245283018868,5,24
1.7407407407407407,1.7407407407407407,5,25
1.709090909090909,1.709090909090909,5,25
1.6785714285714286,1.6785714285714286,5,25
1.736842105263158,1.736842105263158,5,26
1.706896551724138,1.706896551724138,5,26
1.6779661016949152,1.6779661016949152,5,26
1.7333333333333334,1.7333333333333334,5,27
1.7049180327868851,1.7049180327868851,5,27
1.6774193548387097,1.6774193548387097,5,27
1.7301587301587302,1.7301587301587302,5,28
1.703125,1.703125,5,28
1.676923076923077,1.676923076923077,5,28
1.7272727272727273,1.7272727272727273,5,29
1.7014925373134329,1.7014925373134329,5,29
1.6764705882352942,1.6764705882352942,5,29
1.7246376811594204,1.7246376811594204,5,30
1.7,1.7,5,30
1.676056338028169,1.676056338028169,5,30
1.6527777777777777,1.6527777777777777,5,30
1.6986301369863013,1.6986301369863013,5,31
1.6756756756756757,1.6756756756756757,5,31
1.6533333333333333,1.6533333333333333,5,31
1.631578947368421,1.631578947368421,5,31
1.6753246753246753,1.6753246753246753,5,32
1.6538461538461537,1.6538461538461537,5,32
1.6329113924050633,1.6329113924050633,5,32
1.6125,1.6125,5,32
1.654320987654321,1.654320987654321,5,33
1.6341463414634145,1.6341463414634145,5,33
1.6144578313253013,1.6144578313253013,5,33
1.5952380952380953,1.5952380952380953,5,33
1.6588235294117648,1.6588235294117648,6,34
1.6395348837209303,1.6395348837209303,6,34
1.6206896551724137,1.6206896551724137,6,34
1.6022727272727273,1.6022727272727273,6,34
1.651685393258427,1.651685393258427,6,35
1.6333333333333333,1.6333333333333333,6,35
1.6153846153846154,1.6153846153846154,6,35
1.5978260869565217,1.5978260869565217,6,35
1.6451612903225807,1.6451612903225807,6,36
1.627659574468085,1.627659574468085,6,36
1.6105263157894736,1.6105263157894736,6,36
1.59375,1.59375,6,36
1.6391752577319587,1.6391752577319587,6,37
1.6224489795918366,1.6224489795918366,6,37
1.606060606060606,1.606060606060606,6,37
1.59,1.59,6,37
1.6336633663366336,1.6336633663366336,6,38
1.6176470588235294,1.6176470588235294,6,38
1.6019417475728155,1.6019417475728155,6,38
1.5865384615384615,1.5865384615384615,6,38
1.6285714285714286,1.6285714285714286,6,39
1.6132075471698113,1.6132075471698113,6,39
1.5981308411214954,1.5981308411214954,6,39
1.5833333333333333,1.5833333333333333,6,39
1.6238532110091743,1.6238532110091743,6,40
1.6090909090909091,1.6090909090909091,6,40
1.5945945945945945,1.5945945945945945,6,40
1.5803571428571428,1.5803571428571428,6,40
1.6194690265486726,1.6194690265486726,6,41
1.605263157894737,1.605263157894737,6,41
1.5913043478260869,1.5913043478260869,6,41
1.5775862068965518,1.5775862068965518,6,41
1.6153846153846154,1.6153846153846154,6,42
1.6016949152542372,1.6016949152542372,6,42
1.588235294117647,1.588235294117647,6,42
1.575,1.575,6,42
1.6115702479338843,1.6115702479338843,6,43
1.598360655737705,1.598360655737705,6,43
1.5853658536585367,1.5853658536585367,6,43
1.5725806451612903,1.5725806451612903,6,43
1.608,1.608,6,44
1.5952380952380953,1.5952380952380953,6,44
1.5826771653543308,1.5826771653543308,6,44
1.5703125,1.5703125,6,44
1.6046511627906976,1.6046511627906976,6,45
1.5923076923076922,1.5923076923076922,6,45
1.5801526717557253,1.5801526717557253,6,45
1.5681818181818181,1.5681818181818181,6,45
1.6015037593984962,1.6015037593984962,6,46
1.5895522388059702,1.5895522388059702,6,46
1.5777777777777777,1.5777777777777777,6,46
1.5661764705882353,1.5661764705882353,6,46
1.5985401459854014,1.5985401459854014,6,47
1.5869565217391304,1.5869565217391304,6,47
1.5755395683453237,1.5755395683453237,6,47
1.5642857142857143,1.5642857142857143,6,47
1.5957446808510638,1.5957446808510638,6,48
1.5845070422535212,1.5845070422535212,6,48
1.5734265734265733,1.5734265734265733,6,48
1.5625,1.5625,6,48
1.5931034482758621,1.5931034482758621,6,49
1.582191780821918,1.582191780821918,6,49
1.5714285714285714,1.5714285714285714,6,49
1.5608108108108107,1.5608108108108107,6,49
1.5906040268456376,1.5906040268456376,6,50
1.58,1.58,6,50
1.5695364238410596,1.5695364238410596,6,50
1.5592105263157894,1.5592105263157894,6,50
1.588235294117647,1.588235294117647,6,51
1.577922077922078,1.577922077922078,6,51
1.5677419354838709,1.5677419354838709,6,51
1.5576923076923077,1.5576923076923077,6,51
1.585987261146497,1.585987261146497,6,52
1.5759493670886076,1.5759493670886076,6,52
1.5660377358490567,1.5660377358490567,6,52
1.55625,1.55625,6,52
1.5838509316770186,1.5838509316770186,6,53
1.5740740740740742,1.5740740740740742,6,53
1.5644171779141105,1.5644171779141105,6,53
1.5548780487804879,1.5548780487804879,6,53
1.5818181818181818,1.5818181818181818,6,54
1.572289156626506,1.572289156626506,6,54
1.562874251497006,1.562874251497006,6,54
1.5535714285714286,1.5535714285714286,6,54
1.5798816568047338,1.5798816568047338,6,55
1.5705882352941176,1.5705882352941176,6,55
1.5614035087719298,1.5614035087719298,6,55
1.552325581395349,1.552325581395349,6,55
1.5780346820809248,1.5780346820809248,6,56
1.5689655172413792,1.5689655172413792,6,56
1.56,1.56,6,56
1.5511363636363635,1.5511363636363635,6,56
1.576271186440678,1.576271186440678,6,57
1.5674157303370786,1.5674157303370786,6,57
1.558659217877095,1.558659217877095,6,57
1.55,1.55,6,57
1.574585635359116,1.574585635359116,6,58
1.565934065934066,1.565934065934066,6,58
1.5573770491803278,1.5573770491803278,6,58
1.548913043478261,1.548913043478261,6,58
1.572972972972973,1.572972972972973,6,59
1.564516129032258,1.564516129032258,6,59
1.5561497326203209,1.5561497326203209,6,59
1.547872340425532,1.547872340425532,6,59
1.5714285714285714,1.5714285714285714,6,60
1.563157894736842,1.563157894736842,6,60
1.5549738219895288,1.5549738219895288,6,60
1.546875,1.546875,6,60
1.5699481865284974,1.5699481865284974,6,61
1.5618556701030928,1.5618556701030928,6,61
1.5538461538461539,1.5538461538461539,6,61
1.5459183673469388,1.5459183673469388,6,61
1.5685279187817258,1.5685279187817258,6,62
1.5606060606060606,1.5606060606060606,6,62
1.5527638190954773,1.5527638190954773,6,62
1.545,1.545,6,62
1.537313432835821,1.537313432835821,6,62
1.5594059405940595,1.5594059405940595,6,63
1.5517241379310345,1.5517241379310345,6,63
1.5441176470588236,1.5441176470588236,6,63
1.5365853658536586,1.5365853658536586,6,63
1.529126213592233,1.529126213592233,6,63
1.5507246376811594,1.5507246376811594,6,64
1.5432692307692308,1.5432692307692308,6,64
1.5358851674641147,1.5358851674641147,6,64
1.5285714285714285,1.5285714285714285,6,64
1.5213270142180095,1.5213270142180095,6,64
1.5424528301886793,1.5424528301886793,6,65
1.5352112676056338,1.5352112676056338,6,65
1.52803738317757,1.52803738317757,6,65
1.5209302325581395,1.5209302325581395,6,65
1.5138888888888888,1.5138888888888888,6,65
1.543778801843318,1.543778801843318,7,66
1.536697247706422,1.536697247706422,7,66
1.5296803652968036,1.5296803652968036,7,66
1.5227272727272727,1.5227272727272727,7,66
1.5158371040723981,1.5158371040723981,7,66
1.5405405405405406,1.5405405405405406,7,67
1.5336322869955157,1.5336322869955157,7,67
1.5267857142857142,1.5267857142857142,7,67
1.52,1.52,7,67
1.5132743362831858,1.5132743362831858,7,67
1.5374449339207048,1.5374449339207048,7,68
1.530701754385965,1.530701754385965,7,68
1.5240174672489082,1.5240174672489082,7,68
1.517391304347826,1.517391304347826,7,68
1.5108225108225108,1.5108225108225108,7,68
1.5344827586206897,1.5344827586206897,7,69
1.5278969957081545,1.5278969957081545,7,69
1.5213675213675213,1.5213675213675213,7,69
1.5148936170212766,1.5148936170212766,7,69
1.5084745762711864,1.5084745762711864,7,69
1.5316455696202531,1.5316455696202531,7,70
1.5252100840336134,1.5252100840336134,7,70
1.5188284518828452,1.5188284518828452,7,70
1.5125,1.5125,7,70
1.5062240663900415,1.5062240663900415,7,70
1.5289256198347108,1.5289256198347108,7,71
1.522633744855967,1.522633744855967,7,71
1.5163934426229508,1.5163934426229508,7,71
1.510204081632653,1.510204081632653,7,71
1.5040650406504066,1.5040650406504066,7,71
1.5263157894736843,1.5263157894736843,7,72
1.5201612903225807,1.5201612903225807,7,72
1.5140562248995983,1.5140562248995983,7,72
1.508,1.508,7,72
1.50199203187251,1.50199203187251,7,72
1.5238095238095237,1.5238095238095237,7,73
1.517786561264822,1.517786561264822,7,73
1.5118110236220472,1.5118110236220472,7,73
1.5058823529411764,1.5058823529411764,7,73
1.5,1.5,7,73
1.5214007782101167,1.5214007782101167,7,74
1.5155038759689923,1.5155038759689923,7,74
1.5096525096525097,1.5096525096525097,7,74
1.5038461538461538,1.5038461538461538,7,74
1.4980842911877394,1.4980842911877394,7,74
1.5190839694656488,1.5190839694656488,7,75
1.5133079847908746,1.5133079847908746,7,75
1.5075757575757576,1.5075757575757576,7,75
1.5018867924528303,1.5018867924528303,7,75
1.4962406015037595,1.4962406015037595,7,75
1.5168539325842696,1.5168539325842696,7,76
1.5111940298507462,1.5111940298507462,7,76
